"Id","Host","Loai","BoPhan","Nguon","ViTri","Office","GhiChu","LaMay"
"1009","VN-DF019","Máy tính","BPVN - VN-LTB DAI","chu quan","Hải Dương","True","HỜ THỊ CÚC, V261372","True"
"1010","VN-PUR040","Laptop","BPVN - VN-PUR","trong","","False","","True"
"1011","VN-QA030","Máy tính","BPVN - VN-QA","trong","","False","","True"
"1012","VN-QA024","Laptop","BPVN - VN-QA","trong","","False","","True"
"1013","VN-QA053","Máy tính","BPVN - VN-QA","trong","","False","","True"
"1014","VN-QA009","Máy tính","BPVN - VN-QA","trong","","False","","True"
"1015","VN-SD050","Máy tính","BPVN - VN-SD","trong","","False","","True"
"1017","VN-SD095","Máy tính","BPVN - VN-SD","trong","","False","","True"
"1018","VN-SD051","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"1019","VN-SD035","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"1020","VN-SD120","Laptop","BPVN - VN-SD","trong","","False","","True"
"1021","VN-SD085","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"1022","VN-SD028","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"1023","VN-SD023","Laptop","BPVN - VN-SD","trong","","False","","True"
"1024","VN-SD075","Máy tính","BPVN - VN-SD","trong","","False","","True"
"1025","VN-SD136","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"1026","VN-SD011","Máy tính","BPVN - VN-SD","trong","","False","","True"
"1027","VN-SS021","Máy tính","BPVN - VN-SS","trong","","False","","True"
"1028","VN-SS069","Máy tính","BPVN - VN-SS","trong","","False","","True"
"1029","VN-SS073","Máy tính","BPVN - VN-SS","trong","","False","","True"
"1030","VN-SS068","Máy tính","BPVN - VN-SS","trong","","False","","True"
"1031","VN-WA001","Laptop","BPVN - VN-WA","chu quan","Hải Dương","True","","True"
"1032","VN-WA028","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1033","VN-WA031","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1034","VN-WA032","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1035","VN-WA029","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1036","VN-WA049","Máy tính","BPVN - VN-RD","chu quan","Hải Dương","True","","True"
"1037","VN-WA033","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1038","VN-WA034","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1039","VN-WA036","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1040","VN-WA037","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1041","VN-WA040","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1042","VN-WA041","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1043","VN-WA042","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1044","VN-WA047","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1045","VN-WA035","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1046","VN-WA052","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1047","VN-WA051","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1048","VN-WA023","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1049","VN-WH055","Máy tính","BPVN - VN-WH","trong","","False","","True"
"1050","VN-WH027","Máy tính","BPVN - VN-WH","trong","","False","","True"
"1051","VN-WH039","Máy tính","BPVN - VN-WH","co san","Hải Dương","True","","True"
"1052","VN-WV031","Máy tính","BPVN - VN-WV","trong","","False","","True"
"1053","VN-YDF006","Máy tính","BPVN - VN-YDF","co san","Hải Dương","True","","True"
"1054","VN-LTB056","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"1055","VN-LTB057","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"1056","VN-LTB053","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"1057","VN-LTB054","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"1058","VN-LTB061","Máy tính","BPVN - VN-LD","trong","","False","","True"
"1059","VN-LTB011","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"1060","VN-PT017","Máy tính","BPVN - VN-PT","chu quan","Hải Dương","True","","True"
"1061","VN-PT014","Máy tính","BPVN - VN-PT","chu quan","Hải Dương","False","","True"
"1062","VN-PT009","Máy tính","BPVN - VN-LTB DAI","chu quan","Hải Dương","True","","True"
"1063","VN-ITV018","Laptop","BPVN - VN-IT","trong","","False","","True"
"1064","VN-HR076","Máy tính","BPVN - VN-HR","chu quan","Hải Dương","True","","True"
"1065","VN-PMC063","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"1066","VN-DH037","Máy tính","BPVN - VN-DH","trong","","False","","True"
"1069","VN-SD137","Laptop","BPVN - VN-SD","trong","","False","","True"
"1070","VN-WV039","Laptop","BPVN - VN-WV","trong","","False","","True"
"1071","VN-PMC047","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"1072","VN-PUR031","Laptop","BPVN - VN-PUR","trong","","False","","True"
"1073","VN-PT006","Máy tính","BPVN - VN-PT","chu quan","Hải Dương","True","","True"
"1078","VN-PUR034","Laptop","BPVN - VN-PUR","co san","Hải Dương","True","","True"
"1088","VN-WA030","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"1089","VN-WK061","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","True","","True"
"1090","VN-IE012","Laptop","BPVN - VN-EG","trong","","False","","True"
"1091","VN-LTBD003","Máy tính","BPVN - VN-LTB DAI","chu quan","Hải Dương","True","","True"
"1092","VN-WH051","Máy tính","BPVN - VN-WH","trong","","False","","True"
"1093","VN-LD016","Máy tính","BPVN - VN-TL","trong","","False","","True"
"1098","VN-GL004","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1106","VN-LD018","Máy tính","BPVN - VN-TL","trong","","False","","True"
"1107","VN-GM021","Laptop","BPVN - VN-GL","trong","","False","","True"
"1108","VN-LD011","Máy tính","BPVN - VN-TL","trong","","False","","True"
"1116","VN-PMC004","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"1168","ZP-SW018","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1170","VN-GL018","Laptop","BPVN - VN-GL","trong","","False","","True"
"1176","VN-GL013","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1185","VN-GL017","Laptop","BPVN - VN-GL","trong","","False","","True"
"1193","VN-GL006","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1205","VN-QC072","Máy tính","BPVN - VN-QC VẢI","chu quan","Hải Dương","True","Giàng A Hù (V261574)","True"
"1221","VN-WV034","Máy tính","BPVN - VN-WV HY","chu quan","Hưng Yên","True","","True"
"1230","VN-LTBD002","Máy tính","BPVN - VN-LTB DAI","chu quan","Hải Dương","True","","True"
"1234","VN-WD017","Máy tính","BPVN - VN-WD","trong","","False","","True"
"1236","VN-PUR017","Laptop","BPVN - VN-PUR","co san","Hải Dương","True","","True"
"1248","VN-QC081","Máy tính","BPVN - VN-QC VẢI","chu quan","Hải Dương","True","","True"
"1254","VN-WK058","Máy tính","BPVN - VN-WK HY","chu quan","Hưng Yên","True","","True"
"1293","VN-WV026","Máy tính","BPVN - VN-WV HY","chu quan","Hưng Yên","False","","True"
"1327","VN-LTB021","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"1350","VN-WV006","Máy tính","BPVN - VN-RD","chu quan","Hải Dương","True","","True"
"1352","VN-GL016","Laptop","BPVN - VN-GL","trong","","False","","True"
"1353","VN-WV027","Máy tính","BPVN - VN-WV HY","chu quan","Hưng Yên","False","","True"
"1401","VN-WV013","Máy tính","BPVN - VN-RD","chu quan","Hải Dương","True","","True"
"1404","VN-WK060","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","True","","True"
"1417","VN-GL014","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1427","VN-WV009","Máy tính","BPVN - VN-WV","trong","","False","","True"
"1468","VN-SS072","Máy tính","BPVN - VN-SS","trong","","False","","True"
"1549","VN-WH035","Máy tính","BPVN - VN-WH","trong","","False","","True"
"1559","VN-WH049","Máy tính","BPVN - VN-WH","trong","","False","","True"
"1566","VN-WH001","Máy tính","BPVN - VN-WH","trong","","False","","True"
"1567","VN-HR005","Máy tính","BPVN - VN-IT","trong","","False","","True"
"1568","VN-HR053","Máy tính","BPVN - VN-HR","chu quan","Hải Dương","False","","True"
"1569","VN-WH062","Máy tính","BPVN - VN-WH","trong","","False","","True"
"1576","VN-RD005","Máy tính","BPVN - VN-RD","chu quan","Hải Dương","True","","True"
"1593","VN-WH041","Máy tính","BPVN - VN-WH","trong","","False","","True"
"1629","VN-SD029","Máy tính","BPVN - VN-SD","trong","","False","","True"
"1633","VN-WH063","Máy tính","BPVN - VN-WH","trong","","False","","True"
"1637","VN-WH043","Máy tính","BPVN - VN-WH","co san","Hải Dương","True","","True"
"1639","VN-SS020","Máy tính","BPVN - VN-SS","trong","","False","","True"
"1647","VN-WV021","Máy tính","BPVN - VN-RD","chu quan","Hải Dương","True","","True"
"1649","VN-WH048","Máy tính","BPVN - VN-WH","trong","","False","","True"
"1652","VN-RD006","Máy tính","BPVN - VN-RD","chu quan","Hải Dương","True","","True"
"1661","VN-WA048","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","True","","True"
"1675","VN-WA050","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","True","","True"
"1688","VN-QA055","Máy tính","BPVN - VN-QA","trong","","False","","True"
"1699","VN-WH058","Máy tính","BPVN - VN-WH","co san","Hải Dương","True","","True"
"1705","VN-QA052","Laptop","BPVN - VN-QA","trong","","False","","True"
"1714","VN-ITV009","Laptop","BPVN - VN-AC","co san","Hải Dương","True","","True"
"1716","VN-WH060","Máy tính","BPVN - VN-WH","trong","","False","","True"
"1725","VN-WK055","Máy tính","BPVN - VN-WK HY","chu quan","Hưng Yên","True","","True"
"1733","VN-PT016","Máy tính","BPVN - VN-PT","chu quan","Hải Dương","True","","True"
"1735","VN-SD118","Máy tính","BPVN - VN-SD","trong","","False","","True"
"1738","VN-SS026","Máy tính","BPVN - VN-SS","trong","","False","","True"
"1751","VN-PQC003","Máy tính","BPVN - VN-PW","chu quan","Hải Dương","True","","True"
"1764","VN-SS071","Máy tính","BPVN - VN-SS","trong","","False","","True"
"1773","VN-WK049","Máy tính","BPVN - VN-WK HY","chu quan","Hưng Yên","False","","True"
"1777","VN-WV033","Máy tính","BPVN - VN-WV HY","chu quan","Hưng Yên","True","","True"
"1784","VN-WH053","Máy tính","BPVN - VN-WH","trong","","False","","True"
"1790","VN-WK031","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","False","","True"
"1793","VN-WH057","Máy tính","BPVN - VN-WH","co san","Hải Dương","True","","True"
"1821","VN-WV001","Máy tính","BPVN - VN-WV HY","chu quan","Hưng Yên","True","","True"
"1825","VN-WV032","Máy tính","BPVN - VN-WV HY","chu quan","Hưng Yên","True","","True"
"1838","VN-WT003","Máy tính","BPVN - VN-WV HY","chu quan","Hưng Yên","True","","True"
"1861","VN-ITV011","Laptop","BPVN - VN-IT","trong","","False","","True"
"1862","VN-WH019","Máy tính","BPVN - VN-WH","trong","","False","","True"
"1873","VN-WH044","Máy tính","BPVN - VN-WH","trong","","False","","True"
"1878","VN-SHD020","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"1880","VN-GL003","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1881","VN-GL025","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1882","VN-GL001","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1883","VN-GL020","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1884","VN-GL002","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1885","VN-GL022","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1886","VN-GL008","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1887","VN-AC006","Máy tính","BPVN - VN-AC","trong","","False","","True"
"1893","VN-QA058","Laptop","BPVN - VN-QA","trong","","False","","True"
"1900","VN-QA013","Máy tính","BPVN - VN-QA","trong","","False","","True"
"1906","VN-QA043","Máy tính","BPVN - VN-QA","trong","","False","","True"
"1909","VN-QA015","Laptop","BPVN - VN-QA","trong","","False","","True"
"1912","VN-ITV008","Laptop","BPVN - VN-SD","co san","Hải Dương","True","","True"
"1914","CS-SUPERVIS-NEW","Máy tính","BPVN - VN-DF","chu quan","Hải Dương","True","","True"
"1916","DLV-DF","Máy tính","BPVN - VN-DF","chu quan","Hải Dương","False","","True"
"1918","SM-4","Máy tính","BPVN - VN-DH","trong","","False","","True"
"1919","YDF002","Máy tính","BPVN - VN-YDF","trong","","False","","True"
"1920","SM-3","Máy tính","BPVN - VN-DH","trong","","False","","True"
"1921","DH02","Máy tính","BPVN - VN-DH","trong","","False","","True"
"1922","SM-2","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"1923","YDF001","Máy tính","BPVN - VN-YDF","trong","","False","","True"
"1924","VN-LD031","Máy tính","BPVN - VN-LD","trong","","False","","True"
"1926","VN-GL015","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1928","VN-GL009","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1931","VN-GL019","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1939","VN-GL021","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1942","VN-ITV017","Laptop","BPVN - VN-IT","trong","","False","","True"
"1943","VN-GL012","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1946","VN-ITV003","Laptop","BPVN - VN-GL","trong","","False","","True"
"1947","VN-GL010","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1949","VN-WV037","Máy tính","BPVN - VN-WV HY","chu quan","Hưng Yên","True","","True"
"1951","VN-WH045","Máy tính","BPVN - VN-WH","co san","Hải Dương","True","","True"
"1952","VN-SD030","Laptop","BPVN - VN-SD","co san","Hải Dương","False","","True"
"1963","TRS","Máy tính","BPVN - VN-DH","trong","","False","","True"
"1964","DAPG","Máy tính","BPVN - VN-DH","trong","","False","","True"
"1966","VN-WK020","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","False","","True"
"1970","VN-WK011","Máy tính","BPVN - VN-WK","chu quan","Hải Dương","False","","True"
"1978","RD005","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1979","VN-GL005","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1981","VN-GL023","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1986","VN-GL024","Máy tính","BPVN - VN-GL","trong","","False","","True"
"1991","VN-QC082","Máy tính","BPVN - VN-QC VẢI","chu quan","Hải Dương","False","","True"
"2080","VN-ITV021","Laptop","BPVN - VN-IT","trong","","False","","True"
"2081","VN-ITV013","Laptop","BPVN - VN-IT","trong","","False","","True"
"2083","SM-1","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"2084","SM-1.","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"2085","VN-LD049-SEDO","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","False","","True"
"2086","VN-LD021","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","False","","True"
"2107","VN-QA010","Laptop","BPVN - VN-QA","trong","","False","","True"
"2114","YDF003","Máy tính","BPVN - VN-YDF","trong","","False","","True"
"2116","N/A","Máy tính","BPVN - VN-DH","trong","","False","","True"
"2118","VN-DH035","Máy tính","BPVN - VN-DH","trong","","False","","True"
"2119","VN-ITV001","Laptop","BPVN - VN-IT","trong","","False","","True"
"2120","VN-ITV002","Laptop","BPVN - VN-IT","trong","","False","","True"
"2121","VN-ITV004","Laptop","BPVN - VN-IT","trong","","False","","True"
"2122","VN-ITV006","Laptop","BPVN - VN-IT","trong","","False","","True"
"2123","VN-ITV007","Laptop","BPVN - VN-IT","trong","","False","","True"
"2124","VN-ITV012","Laptop","BPVN - VN-IT","trong","","False","","True"
"2125","VN-ITV016","Laptop","BPVN - VN-IT","trong","","False","","True"
"2126","VN-ITV019","Laptop","BPVN - VN-IT","trong","","False","","True"
"2127","VN-ITV022","Laptop","BPVN - VN-IT","trong","","False","","True"
"2128","VN-ITV023","Laptop","BPVN - VN-IT","trong","","False","","True"
"2129","VN-ITV024","Laptop","BPVN - SD","co san","Hải Dương","False","","True"
"2130","VN-ITV025","Laptop","BPVN - VN-IT","trong","","False","","True"
"2131","VN-ITV027","Laptop","BPVN - VN-IT","trong","","False","","True"
"2132","VN-ITV028","Laptop","BPVN - VN-IT","trong","","False","","True"
"2133","VN-ITV029","Laptop","BPVN - VN-IT","trong","","False","","True"
"2134","VN-ITV030","Laptop","BPVN - VN-IT","trong","","False","","True"
"2135","VN-DH004","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"2139","N/A","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"2141","VN-DH041","Máy tính","BPVN - VN-DH","trong","","False","","True"
"2142","N/A","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"2147","DF-COPOWER 2","Máy tính","BPVN - VN-DF","chu quan","Hải Dương","False","","True"
"2148","DF-COPOWER 1","Máy tính","BPVN - VN-DF","chu quan","Hải Dương","False","","True"
"2151","LD-COPOWER 2","Máy tính","BPVN - VN-LD","trong","","False","","True"
"2154","VN-WD016","Máy tính","BPVN - VN-WD","trong","","False","","True"
"2158","VN-WD019","Máy tính","BPVN - VN-WD","trong","","False","","True"
"2159","VN-WD018","Máy tính","BPVN - VN-WD","trong","","False","","True"
"2161","VN-GM030","Laptop","BPVN - VN-GM","trong","","False","","True"
"2162","VN-SD132","Laptop","BPVN - VN-IT","trong","","False","","True"
"2163","VN-PUR021","Laptop","BPVN - VN-IT","trong","","False","","True"
"2164","VN-SD124","Laptop","BPVN - VN-SD","trong","","False","","True"
"2166","VN-HR042","Máy tính","BPVN - VN-HR","chu quan","Hải Dương","True","","True"
"2168","VN-HR036","Laptop","BPVN - VN-HR","chu quan","Hải Dương","True","","True"
"2169","VN-HR077","Laptop","BPVN - VN-HR","chu quan","Hải Dương","True","","True"
"2170","VN-QA057","Laptop","BPVN - VN-QA","trong","","False","","True"
"2173","VN-SD059","Laptop","BPVN - VN-QA","trong","","False","","True"
"2176","VN-WH033","Laptop","BPVN - VN-WH","trong","","False","","True"
"2177","VN-WH031","Laptop","BPVN - VN-WH","trong","","False","","True"
"2178","VN-IT088","Laptop","BPVN - VN-IT","trong","","False","","True"
"2179","VN-IT1001","Laptop","BPVN - VN-IT","trong","","False","","True"
"2180","VN-IT090","Laptop","BPVN - VN-IT","trong","","False","","True"
"2181","VN-GL007","Máy tính","BPVN - VN-GL","trong","","False","","True"
"2185","VN-IE009","Máy tính","BPVN - VN-EG","trong","","False","","True"
"2187","VN-HR099","Laptop","BPVN - VN-HR","chu quan","Hải Dương","True","","True"
"2188","VN-SHD333","Laptop","BPVN - VN-HR","chu quan","Hải Dương","True","","True"
"2190","VN-SHD010","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"2191","VN-HR073","Laptop","BPVN - VN-PD","trong","","False","","True"
"2192","VN-GM000","Laptop","BPVN - VN-PD","trong","","False","","True"
"2193","VN-EG027","Laptop","BPVN - VN-EG","trong","","False","","True"
"2198","VN-TL005","Laptop","BPVN - VN-TL","trong","","False","","True"
"2199","VN-LD060","Laptop","BPVN - VN-DF","chu quan","Hải Dương","True","","True"
"2200","VN-DF013","Máy tính","BPVN - VN-DF","chu quan","Hải Dương","True","","True"
"2202","N/A","Laptop","BPVN - VN-SD","trong","","False","","True"
"2205","VN-QC087","Máy tính","BPVN - VN-QC ĐAI","chu quan","Hải Dương","False","","True"
"2207","VN-LD061","Máy tính","BPVN - VN-LD","trong","","False","","True"
"2210","LD-COPOWER","Máy tính","BPVN - VN-LD","trong","","False","","True"
"2213","DOSORAMA","Máy tính","BPVN - VN-LD","trong","","False","","True"
"2215","DOSORAMA 2","Máy tính","BPVN - VN-LD","trong","","False","","True"
"2217","DOSORAMA 3","Máy tính","BPVN - VN-LD","trong","","False","","True"
"2219","VN-WA039","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"2221","VN-WA038","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"2223","VN-WA025","Máy tính","BPVN - VN-WA","chu quan","Hải Dương","False","","True"
"2225","VN-SD012","Máy tính","BPVN - VN-SD","trong","","False","","True"
"2228","VN-SS046","Máy tính","BPVN - VN-SS","trong","","False","","True"
"2231","VN-SHD039","Máy tính","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"2234","VN-SHD025","Máy tính","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"2237","PMC008","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"2238","VN-SD003","Máy tính","BPVN - VN-SD","trong","","False","","True"
"2240","VN-PMC038","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"2243","VN-WK050","Máy tính","BPVN - VN-WK HY","chu quan","Hưng Yên","True","","True"
"2245","VN-LTB062","Máy tính","BPVN - VN-TL","trong","","False","","True"
"2246","VN-LTB063","Máy tính","BPVN - VN-TL","trong","","False","","True"
"2247","VN-WD006","Máy tính","BPVN - VN-WD","trong","","False","","True"
"2274","VN-SS051","Máy tính","BPVN - VN-SS","trong","","False","","True"
"2280","VN-WH061","Máy tính","BPVN - VN-WH","trong","","False","","True"
"2285","VN-WH003","Máy tính","BPVN - VN-WH","trong","","False","","True"
"2287","VN-SD062","Máy tính","BPVN - VN-SD","co san","Hải Dương","True","","True"
"2289","VN-DF029","Máy tính","BPVN - VN-DF","chu quan","Hải Dương","False","","True"
"2291","VN-DF023","Máy tính","BPVN - VN-DF","chu quan","Hải Dương","True","","True"
"2295","VN-LTB055","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"2300","VN-QC064","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"2302","VN-LTB007","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"2304","VN-LTB033","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"2318","VN-SD056","Máy tính","BPVN - VN-SD","trong","","False","","True"
"2320","PC-EG","Máy tính","BPVN - VN-EG","trong","","False","","True"
"2327","DF-DLV5.6","Máy tính","BPVN - VN-DF","chu quan","Hải Dương","False","","True"
"2328","VN-DF021","Máy tính","BPVN - VN-LTB DAI","chu quan","Hải Dương","True","","True"
"2330","N/A","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"2333","VN-LD027","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"2334","LTB002","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"2336","VN-LTB064","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"2338","VN-SD094","Máy tính","BPVN - VN-SD","trong","","False","","True"
"2340","VN-SD061","Máy tính","BPVN - VN-SD","trong","","False","","True"
"2342","N/A","Máy tính","BPVN - VN-EG","trong","","False","","True"
"2344","CÂN NHÀ KÍNH","Máy tính","BPVN - VN-DH","trong","","False","","True"
"2346","VN-PMC014","Máy tính","BPVN - VN-PMC","chu quan","Hải Dương","True","","True"
"2348","N/A","Máy tính","BPVN - VN-QA","trong","","False","","True"
"2350","VN-SS42","Laptop","BPVN - VN-SS","trong","","False","","True"
"2351","VN-QA035","Laptop","BPVN - VN-QA","trong","","False","","True"
"2352","VN-QA054","Laptop","BPVN - VN-QA","trong","","False","","True"
"2353","VN-LTB051","Laptop","BPVN - VN-YDF","trong","","False","","True"
"2354","","Laptop","BPVN - VN-IT","trong","","False","","True"
"2356","N/A","Máy tính","BPVN - VN-IT","trong","","False","","True"
"2357","N/A","Máy tính","BPVN - VN-IT","trong","","False","","True"
"2360","N/A","Máy tính","BPVN - VN-IT","trong","","False","","True"
"2361","N/A","Máy tính","BPVN - VN-IT","trong","","False","","True"
"2364","GL-SRV","Máy tính","BPVN - VN-IT","trong","","False","","True"
"2365","YMDC","Máy tính","BPVN - VN-IT","trong","","False","","True"
"2367","VN-WK064","Máy tính","BPVN - VN-WK","chu quan","Nghệ An","True","","True"
"2371","VN-WK056","Máy tính","BPVN - VN-WK HY","chu quan","Hưng Yên","True","","True"
"2373","VN-PMC032","Laptop","BPVN - VN-IT","trong","","False","","True"
"2374","VN-LTB059","Máy tính","BPVN - VN-LTB","chu quan","Hải Dương","True","","True"
"2398","VN-SHD001","Máy tính","BPVN - VN-SHD","chu quan","","False","","True"
"2402","VN-AC035","Laptop","BPVN - VN-AC","co san","Hải Dương","True","","True"
"2403","VN-SHD043","Laptop","BPVN - VN-SHD","chu quan","Hải Dương","True","","True"
"2404","VN-AC034","Laptop","BPVN - VN-AC","trong","","False","","True"
"2405","VN-QC088","Laptop","BPVN - VN-QC ĐAI","chu quan","Hải Dương","False","","True"
